"id";"start_lat";"start_lng";"end_lat";"end_lng";"administrativepost_id";"aldeia_id";"municipality_id";"project_id";"village_id"
167;"";"";"";"";0;0;10;167;0
168;"";"";"";"";0;0;10;168;0
169;"";"";"";"";0;0;6;169;0
170;"";"";"";"";0;0;0;170;0
179;"";"";"";"";0;0;0;179;0
180;"";"";"";"";0;0;0;180;0
181;"";"";"";"";0;0;0;181;0
182;"";"";"";"";0;0;0;182;0
183;"";"";"";"";0;0;0;183;0
184;"";"";"";"";0;0;0;184;0
185;"";"";"";"";0;0;0;185;0
186;"";"";"";"";0;0;0;186;0
187;"";"";"";"";0;0;0;187;0
188;"";"";"";"";0;0;0;188;0
189;"";"";"";"";0;0;0;189;0
190;"";"";"";"";0;0;0;190;0
191;"";"";"";"";0;0;0;191;0
192;"";"";"";"";0;0;0;192;0
193;"";"";"";"";0;0;0;193;0
194;"";"";"";"";0;0;0;194;0
195;"";"";"";"";0;0;0;195;0
196;"";"";"";"";0;0;0;196;0
197;"";"";"";"";0;0;0;197;0
198;"";"";"";"";0;0;0;198;0
199;"";"";"";"";0;0;0;199;0
200;"";"";"";"";0;0;0;200;0
202;"";"";"";"";0;0;0;202;0
203;"";"";"";"";0;0;0;203;0
204;"-8.53744278";"125.6986152";"";"";0;0;6;204;0
205;"";"";"";"";0;0;0;205;0
206;"";"";"";"";0;0;11;206;0
207;"";"";"";"";0;0;0;207;0
208;"";"";"";"";0;0;1;208;0
209;"";"";"";"";0;0;0;209;0
210;"";"";"";"";0;0;0;210;0
211;"";"";"";"";0;0;0;211;0
212;"";"";"";"";0;0;0;212;0
213;"";"";"";"";0;0;0;213;0
214;"";"";"";"";0;0;0;214;0
215;"";"";"";"";0;0;0;215;0
217;"";"";"";"";0;0;0;217;0
218;"";"";"";"";1;32;1;218;7
219;"";"";"";"";29;0;6;219;202
220;"";"";"";"";0;0;0;220;0
221;"";"";"";"";0;0;0;221;0
222;"";"";"";"";0;0;0;222;0
223;"";"";"";"";0;0;0;223;0
224;"";"";"";"";0;0;0;224;0
225;"";"";"";"";0;0;0;225;0
226;"";"";"";"";0;0;0;226;0
227;"";"";"";"";0;0;0;227;0
229;"";"";"";"";0;0;0;229;0
230;"";"";"";"";0;0;0;230;0
231;"";"";"";"";0;0;0;231;0
232;"";"";"";"";0;0;0;232;0
233;"";"";"";"";0;0;0;233;0
234;"";"";"";"";0;0;0;234;0
235;"";"";"";"";0;0;0;235;0
236;"";"";"";"";0;0;0;236;0
237;"";"";"";"";0;0;0;237;0
238;"";"";"";"";0;0;0;238;0
239;"";"";"";"";0;0;0;239;0
240;"";"";"";"";0;0;0;240;0
241;"";"";"";"";0;0;0;241;0
242;"";"";"";"";0;0;0;242;0
243;"";"";"";"";0;0;0;243;0
244;"";"";"";"";0;0;0;244;0
245;"";"";"";"";0;0;0;245;0
246;"";"";"";"";0;0;0;246;0
247;"";"";"";"";0;0;0;247;0
248;"";"";"";"";0;0;0;248;0
249;"";"";"";"";0;0;0;249;0
251;"";"";"";"";0;0;0;251;0
252;"";"";"";"";0;0;0;252;0
253;"";"";"";"";0;0;0;253;0
254;"";"";"";"";0;0;0;254;0
255;"";"";"";"";0;0;0;255;0
256;"";"";"";"";0;0;0;256;0
257;"";"";"";"";0;0;0;257;0
258;"";"";"";"";0;0;0;258;0
259;"";"";"";"";0;0;0;259;0
260;"";"";"";"";0;0;0;260;0
261;"";"";"";"";0;0;0;261;0
262;"";"";"";"";0;0;0;262;0
263;"";"";"";"";0;0;0;263;0
264;"";"";"";"";0;0;0;264;0
265;"";"";"";"";0;0;0;265;0
266;"";"";"";"";0;0;0;266;0
267;"";"";"";"";0;0;0;267;0
268;"";"";"";"";0;0;0;268;0
269;"";"";"";"";0;0;0;269;0
270;"";"";"";"";0;0;0;270;0
271;"";"";"";"";0;0;0;271;0
272;"";"";"";"";0;0;0;272;0
301;"";"";"";"";0;0;6;301;0
303;"";"";"";"";0;0;6;303;0
304;"";"";"";"";0;0;6;304;0
305;"";"";"";"";0;0;6;305;0
306;"";"";"";"";0;0;6;306;0
307;"";"";"";"";0;0;6;307;0
308;"";"";"";"";0;0;6;308;0
309;"";"";"";"";0;0;6;309;0
310;"";"";"";"";0;0;6;310;0
311;"";"";"";"";0;0;6;311;0
312;"";"";"";"";0;0;6;312;0
313;"";"";"";"";0;0;6;313;0
314;"";"";"";"";0;0;6;314;0
315;"";"";"";"";0;0;6;315;0
316;"";"";"";"";0;0;6;316;0
317;"";"";"";"";0;0;6;317;0
318;"";"";"";"";0;0;6;318;0
319;"";"";"";"";0;0;6;319;0
320;"";"";"";"";0;0;6;320;0
321;"";"";"";"";0;0;6;321;0
322;"";"";"";"";0;0;6;322;0
323;"";"";"";"";0;0;6;323;0
324;"";"";"";"";0;0;6;324;0
325;"";"";"";"";0;0;6;325;0
326;"";"";"";"";0;0;6;326;0
327;"";"";"";"";0;0;6;327;0
328;"";"";"";"";0;0;6;328;0
329;"";"";"";"";0;0;6;329;0
330;"";"";"";"";0;0;6;330;0
331;"";"";"";"";0;0;6;331;0
332;"";"";"";"";0;0;6;332;0
333;"";"";"";"";0;0;6;333;0
334;"";"";"";"";0;0;6;334;0
335;"";"";"";"";0;0;6;335;0
336;"";"";"";"";0;0;6;336;0
337;"";"";"";"";0;0;6;337;0
338;"";"";"";"";0;0;6;338;0
339;"";"";"";"";0;0;6;339;0
340;"";"";"";"";0;0;6;340;0
341;"";"";"";"";0;0;6;341;0
342;"";"";"";"";0;0;6;342;0
343;"";"";"";"";0;0;6;343;0
344;"";"";"";"";0;0;6;344;0
345;"";"";"";"";0;0;6;345;0
346;"";"";"";"";0;0;6;346;0
347;"";"";"";"";0;0;6;347;0
348;"";"";"";"";0;0;6;348;0
349;"";"";"";"";0;0;6;349;0
350;"";"";"";"";0;0;6;350;0
351;"";"";"";"";0;0;6;351;0
352;"";"";"";"";0;0;6;352;0
353;"";"";"";"";0;0;6;353;0
354;"";"";"";"";0;0;6;354;0
355;"";"";"";"";0;0;6;355;0
356;"";"";"";"";0;0;6;356;0
357;"";"";"";"";0;0;6;357;0
358;"";"";"";"";0;0;6;358;0
359;"";"";"";"";0;0;6;359;0
360;"";"";"";"";0;0;6;360;0
361;"";"";"";"";0;0;6;361;0
362;"";"";"";"";0;0;6;362;0
363;"";"";"";"";0;0;6;363;0
364;"";"";"";"";0;0;6;364;0
365;"";"";"";"";0;0;6;365;0
366;"";"";"";"";0;0;6;366;0
367;"";"";"";"";0;0;6;367;0
368;"";"";"";"";0;0;6;368;0
369;"";"";"";"";0;0;6;369;0
370;"";"";"";"";0;0;6;370;0
371;"";"";"";"";0;0;6;371;0
372;"";"";"";"";0;0;6;372;0
373;"";"";"";"";0;0;6;373;0
374;"";"";"";"";0;0;6;374;0
375;"";"";"";"";0;0;6;375;0
376;"";"";"";"";0;0;6;376;0
377;"";"";"";"";0;0;6;377;0
378;"";"";"";"";0;0;6;378;0
379;"";"";"";"";0;0;6;379;0
380;"";"";"";"";0;0;6;380;0
381;"";"";"";"";0;0;6;381;0
401;"-9.3049778";"125.0901361";"";"";24;0;5;401;182
402;"-8.873032";"125.410654";"";"";37;0;7;402;269
403;"-8.774150032";"125.3973357";"";"";0;0;7;403;259
404;"-9.1778083";"125.1813278";"";"";0;0;5;404;189
405;"-8.401665683";"126.830926";"";"";42;0;8;405;301
406;"-8.569546954";"125.4915281";"";"";0;0;14;406;0
407;"-8.596901";"125.334367";"";"";46;0;9;407;332
408;"-8.674216";"125.547604";"";"";2;0;1;408;15
409;"-8.61926";"125.6344";"";"";0;0;1;409;0
410;"-8.968658";"125.38131";"";"";34;0;7;410;227
411;"-8.553054";"125.579467";"";"";29;0;6;411;0
412;"-8.837371392";"126.3712391";"";"";61;0;12;412;424
413;"-8.996867481";"125.5052188";"";"";5;0;2;413;37
414;"-8.557653";"125.57168";"";"";0;0;6;414;221
415;"-9.04762532";"125.5239235";"";"";5;0;2;415;34
416;"-8.724423";"125.571265";"";"";4;0;1;416;26
417;"";"";"";"";0;0;14;417;0
418;"";"";"";"";0;0;6;418;223
419;"-8.81597703";"126.5235416";"";"";0;0;12;419;98
420;"-9.09355709";"125.6921212";"";"";53;0;11;420;0
421;"-8.550868";"125.589617";"";"";29;0;6;421;0
422;"-8.554305492";"125.5355351";"";"";30;0;6;422;208
423;"-8.554186392";"125.5397724";"";"";30;0;6;423;0
424;"-8.735872";"125.735594";"";"";0;0;1;424;0
425;"-8.518745242";"126.0071438";"";"";47;0;10;425;339
426;"-8.749340262";"125.9714797";"";"";51;0;10;426;356
427;"";"";"";"";47;0;10;427;339
428;"-8.657138027";"125.5606733";"";"";0;0;1;428;2
429;"";"";"";"";7;0;2;429;51
430;"";"";"";"";5;0;2;430;34
431;"-8.724405229";"125.5728376";"";"";0;0;1;431;1
432;"";"";"";"";5;0;2;432;34
433;"-8.983056";"125.220368";"";"";17;0;4;433;137
434;"-9.138428";"125.542243";"";"";53;0;11;434;367
435;"-8.559021";"125.58023";"";"";0;0;6;435;223
436;"-8.931695";"126.490893";"";"";61;0;12;436;0
437;"-8.879363";"125.212586";"";"";18;0;4;437;144
438;"-9.035242";"125.291527";"";"";16;0;4;438;120
439;"-8.865899";"126.369552";"";"";61;0;12;439;424
440;"-8.661545656";"125.5501964";"";"";2;0;1;440;15
441;"-8.560322149";"125.5557328";"";"";30;0;6;441;0
